name;description;tel;email;url;address;city;zipcode;country_code;country;lattitude;longitude;opening_hours;foursquare_vid;last_updated;;;;;;;;;
Pakhuis Koophandel;"Het museum bestaat uit een pakhuis ( gebouwd in de 19e eeuw) met gevelsteen \Koophandel\"" en een woonhuis uit 1872. Het woonhuis is gebouwd in opdracht van de Leeuwarder koopman Hajondes van der Meulen. Een gevelsteen geeft aan dat de eerste steen gelegd is door de dochter op 11 maart 1872.""";058 - 2151664;mjdominicus@hotmail.com;http://www.museumpakhuiskoophandel.nl;Oostersingel  8;Leeuwarden;8921 GA;NL;Netherlands;53.203.324;5.803.892;Openingstijden: Van 1 april tot en met 31 oktober, iedere woensdag, donderdag en zondag van 14.00 - 17.30. Van 1 november tot en met 31 maart, iedere zondag van 14.00 - 17.30.;4a6debe0-eea8-469f-9013-63d35e4cdde3;13 sep 2009 09:51;;;;;;;;;
Galerie It Frysk Skildershûs;Galerie en atelier voor kunstliefhebbers.  Elk half jaar starten de teken- en schilderlessen in september en januari. Naast deze steeds terugkerende lessen kunt u ook deelnemen aan workshops, die éénmalig zijn of herhaald worden.;058-2316542;info@fryskskildershus.nl;http://www.fryskskildershus.nl;Schrans  44;Leeuwarden;8932 NE;NL;Netherlands;53.195.826;5.798.000;donderdag en vrijdag 13.00 - 17.00 uur, zaterdag: 11.00-17.00 uur, elke 2e zondagmiddag van de maand 14.00 - 17.00 uur en op afspraak. 058-2136542;4a6df55f-45cc-4f3a-bedd-74305e4cdde3;27 jul 2009 18:43;;;;;;;;;
Restaurant de Grote Wielen;"De fraaie ligging en de karakteristieke piramidestijl geven restaurant De Grote Wielen net dat tikkeltje extra. De weidsheid van het natuurgebied \De Groote Wielen\"" vormt een harmonieus geheel met de knusse sfeervolle ambiance van het restaurant.""";0511 - 431777;restaurant@grote-wielen.nl;;Bûtlân ;Leeuwarden;8926 XH;NL;Netherlands;53.203.408;5.791.308;Geopend vanaf 10.00 u.  Maandag en dinsdag op afspraak;4a6df57c-b040-4c59-849a-742f5e4cdde3;27 jul 2009 18:44;;;;;;;;;
Historisch Centrum Leeuwarden;Het Historisch Centrum Leeuwarden (HCL) is vrij en gratis toegankelijk voor iedereen die iets wil weten over de geschiedenis van Leeuwarden en omgeving. U kunt er exposities bekijken, zomaar wat sneupen in het informatiecentrum, of zelf een bepaald onderzoek doen. Ook kunt u activiteiten bijwonen die het HCL regelmatig voor het publiek organiseert.;058-2338399;historischcentrum@leeuwarden.nl;http://Historischcentrumleeuwarden.nl;Groeneweg 1;Leeuwarden;8911 EH;NL;Netherlands;53.203.461;5.791.650;"dinsdag 10.00 - 17.00 uur  woensdag 10.00 - 17.00 uur  donderdag 10.00 - 17.00 uur  vrijdag 10.00 - 17.00 uur  zaterdag 13.00 - 17.00 uur  zondag 13.00 - 17.00 uur (alleen expositieruimten); Het informatiecentrum is op zondag gesloten voor publiek.";4a6df5b4-1ebc-4298-8c26-725a5e4cdde3;13 sep 2009 09:51;;;;;;;;;
Keramiekmuseum Princessehof;De mooiste keramiek vindt u verzameld in Keramiekmuseum Princessehof. In aansluiting op de vaste presentaties, organiseert Keramiekmuseum Princessehof tentoonstellingen die een verrassende kijk geven en nieuwe inzichten bieden op de veelzijdigheid van de historische en eigentijdse keramiek.;058-2948958;;http://www.princessehof.nl;Grote Kerkstraat  11;Leeuwarden;8911 DZ;NL;Netherlands;53.202.817;5.792.093;"di t/m zo 11.00-17.00 uur; eerste kerstdag, nieuwjaarsdag en koninginnedag gesloten";4a6df5e3-e9f4-4557-b84b-70145e4cdde3;13 sep 2009 09:52;;;;;;;;;
St. Joseph Galerie;De St. Joseph Galerie is fraai gelegen in het Dr. Zamen­hofpark, ten noorden van het Cambuurstadion. De galerie heeft 3 expositieruimten, waaronder een grote beeldenzaal. Er worden het gehele jaar zowel groeps- als solo-exposities georganiseerd met landelijk èn internationaal bekende kunstenaars.Tevens heeft de galerie een beeldentuin.;058 - 2666356;;http://www.sjgalerie.nl;Boerhaavestraat 3;Leeuwarden;8921 TN;NL;Netherlands;53.208.267;5.813.258;wo t/m za: 13:30 - 17 uur Iedere 2e zondag in: sept - dec en mrt - mei In jan / feb: alleen op zaterdag winterexpositie) Op afspraakDe galerie is gesloten in juli i.v.m. vakantie;4a6df9bb-c880-41d2-b0b7-72635e4cdde3;27 jul 2009 19:02;;;;;;;;;
Achmeatoren;De Achmeatoren is een kantoorflat in het centrum van Leeuwarden. Het gebouw is 115 meter hoog en heeft 24 verdiepingen. Hiermee is de Achmeatoren het hoogste gebouw van Leeuwarden en tevens van heel Noord-Nederland. De toren is gebouwd in opdracht van Achmea Vastgoed en ontworpen door de architecten Abe Bonnema en Jan van der Leij van Bonnema Architecten uit Hardegarijp.;;;;Sophialaan 4;Leeuwarden;8911 AE;NL;Netherlands;53.198.244;5.792.211;Openingstijden maandag: 12.00 tot 17.30 uur, di t/m vrij 09.30 tot 17.30 en zaterdag van 10.00 tot 15.00 uur;4a6df9fa-3da4-4003-ad06-59055e4cdde3;27 jul 2009 19:03;;;;;;;;;
Aqua Zoo Friesland;"De waterrijke dierenwereld van Aqua Zoo Friesland; wat een belevenis! Geniet van verrassende ontmoetingen met bijzondere dieren die in en om het water leven en proef de natuur.";0511-431214;frieslandzoo@zodiaczoos.nl;http://www.frieslandzoo.nl;De Groene Ster 2;Leeuwarden;8926 XE;NL;Netherlands;53.216.485;5.882.868;Aqua Zoo Friesland is het gehele jaar door dagelijks geopend! Mei t/m september 9:30 - 18:00 uur  Oktober t/m april 10:00 - 17:00 uur ;4a6dfa6b-84e0-4610-a157-63da5e4cdde3;27 jul 2009 19:05;;;;;;;;;
Tresoar;Tresoar is hét centrum voor Friese historie en letterkunde en daarom ook wel `de schatkamer` van het geschreven Friese culturele erfgoed genoemd. En dat is niet voor niets. Tresoar beheert namelijk collecties die grotendeel gebaseerd zijn op de geschiedenis en cultuur in Friesland.;058-7890789;info@tresoar.nl;http://www.tresoar.nl;Boterhoek 1;Leeuwarden;8911DH;NL;Netherlands;53.203.278;5.790.083;Maandag 13 - 17 uur  Dinsdag 9 - 21 uur  Woensdag 9 - 17 uur  Donderdag 9 - 17 uur  Vrijdag 9 - 17 uur  Zaterdag 9 - 13 uur  De openstelling op zaterdagochtend en dinsdagavond vervalt in de maanden juli en augustus.  Voor de Buma Biblioteek en de Fuks-collectie gelden andere openingstijden: Maandag tot en met vrijdag van 14.00-17.00 uur of op afspraak.;4a6e0e30-d8d0-42aa-b841-63d95e4cdde3;27 jul 2009 20:29;;;;;;;;;
Galerie de Roos van Tudor;Galerie De Roos van Tudor is gevestigd in een monumentaal pand in de binnenstad van Leeuwarden. U vindt er hedendaagse kunst: figuratief tot abstract werk van gerenommeerde Nederlandse kunstenaars in grafiek, schilderijen en beelden.  Voor bedrijven bestaat daarnaast de mogelijkheid tot het huren van kunst.;058-2161625;info@roosvantudor.nl;http://www.roosvantudor.nl;Eewal  47/49;Leeuwarden;8911 GR;NL;Netherlands;53.202.750;5.797.137;woensdag t/m vrijdag 13.30 - 17:00 uur  zaterdag 11.00 - 17.00 uur  van september t/m mei  2e zondag van de maand 13.00-17.00 uur  Van 10 juni tot 12 augustus 2009 is de galerie alleen geopend op afspraak.;4a6e100a-0b80-481d-b528-59055e4cdde3;27 jul 2009 20:37;;;;;;;;;
Bibliotheek Leeuwarden Centrum ;"Op een markante plaats in het centrum, van ver al zichtbaar, staat daar het hoofdgebouw van de bibliotheek. Hoog op het dak wapperen de grote bibliotheekvlaggen.  
 
\De Beurs\"" zeggen de Leeuwarders tegen het dominerende gebouw in neoclassicistische stijl";" van stadsbouwmeester Thomas Romein.""";058-2347777;centrale@sbmf.nl ;http://www.bibliotheekleeuwarden.nl;Wirdumerdijk  34;Leeuwarden;8911 CE;NL;Netherlands;53.198.809;5.796.650;"Maandag:  12.30 - 17.30 uur 
Dinsdag:  10.00 - 17.30 uur en 19.00 - 21.00 uur 
Woensdag:  10.00 - 17.30 uur 
Donderdag:  12.30 - 17.30 uur 
Vrijdag:  10.00 - 17.30 uur en 19.00 - 21.00 uur 
Zaterdag:  10.00 - 13.00 uur 
";4ab0633d-6228-451d-b460-73f3c3165e35;17 nov 2009 23:58;;;;;;;;
Galerie De Kleine Hoogstraat;;;;;Kleine Hoogstraat  14;Leeuwarden;8911 HE;NL;Netherlands;53.203.003;5.796.255;"Openingstijden: donderdag, vrijdag en zaterdag van 13.30 - 17.00 uur en op afspraak.
";4b95c841-33b0-49e9-87fe-4daac3165e35;9 mrt 2010 04:02;;;;;;;;;
RC de Ruimte;Wij zijn een tentoonstellingsruimte voor professionele beeldend kunstenaars. Wij organiseren hier en op locatie: exposities, lezingen over kunst, multi media avonden en multi mediadiners. In RC de Ruimte wordt ondernemend kunstenaarschap in praktijk gebracht. ;+31(0)255-527435;info@rcderuimte.com;http://www.rcderuimte.com;J.P.Coenstraat 51-55;IJmuiden Velsen;1972 AP;NL;Netherlands;52.460.523;4.613.534;"tu- su 15:00-17:00
and on appointment";4a37cdf1-6d24-46fd-beef-569c5e4cdde3;16 jun 2009 16:57;;;;;;;;;
De Kunsten;Meeting point for contemporary art. ;0570-615569;info@dekunsten.nl ;http://www.dekunsten.nl;T.G. Gibsonstraat 19;Deventer;7411 RP;;Netherlands;52.256.425;6.151.669;"Thu - Sat & every 1st Sun of the month   13.00 - 17.00 and by appointment.
";4a4c8e3e-e2c0-4acf-8225-1a715e4cdde3;2 jul 2009 10:38;;;;;;;;;
Galerie Meij&Meij;;;info@galeriemeijenmeij.nl;http://www.galeriemeijenmeij.nl;Rotterdamseweg 1;Delft;2628 AH;;Netherlands;52.005.879;4.362.639;Op afspraak;4aab1d3f-e1bc-49b4-93b6-35f2c3165e35;12 sep 2009 04:02;;;;;;;;;
Legermuseum;;;info@legermuseum.nl;http://www.legermuseum.nl;Korte Geer 1;Delft;2611 CA;;Netherlands;52.007.466;4.360.295;di t/m vr 10-17, za & zo 12-17 uur;4a6d8e26-c790-4881-82fc-70145e4cdde3;13 sep 2009 09:45;;;;;;;;;
Stichting World Art Delft;;;info@worldartdelft.nl;http://www.worldartdelft.nl;Rotterdamseweg 205;Delft;2629 HD;;Netherlands;51.978.748;4.381.863;vr t/m zo 13-17 uur en op afspraak;4a6d8e29-c1cc-4a8d-831b-70145e4cdde3;16 sep 2009 04:02;;;;;;;;;
Galerie Lous Martin;;;;http://www.galerielousmartin.nl;Kromstraat 3;Delft;2611 EP;;Netherlands;52.010.436;4.358.603;wo t/m vr 11-18, za 11-17 uur;4a6d9b0f-835c-4364-90f5-63da5e4cdde3;27 jul 2009 19:38;;;;;;;;;
Galerie Models in Art;;;look@modelsinart.nl;http://www.modelsinart.nl;Kleveringweg 19;Delft;2616 LZ;;Netherlands;52.025.239;4.364.177;do t/m za 14-17 uuren dagelijks op afspraak;4a6db1d1-6908-4c6a-b6de-63d95e4cdde3;27 jul 2009 13:55;;;;;;;;;
Delftsblauwe panden;;;;;Stationsplein 57;Delft;2611 BV;;Netherlands;52.006.602;4.357.639;;4a6db1d2-3380-4675-883f-63d95e4cdde3;27 jul 2009 13:55;;;;;;;;;
Galerie de Kunstkop;;06-46478874;info@galeriedekunstkop.nl;http://www.galeriedekunstkop.nl;Lange Geer 26;Delft;2611 PV;;Netherlands;52.007.023;4.360.773;;4a6dc5ba-8a70-4243-8399-70155e4cdde3;27 jul 2009 15:20;;;;;;;;;
Het Vermeercentrum;Een visuele ontdekkingstocht door het leven, het werk en de stad van de 17e-eeuwse meerster van het licht Johannes Vermeer. Verdeeld over twee verdiepingen krijgt de bezoeker een scherp beeld van de 17e-eeuwse wereld van kunst en wetenschap, welvaart en culturele bloei. Het is een boeiende kennismaking met de werkwijze van Vermeer, zijn atelier en de stad Delft in de Gouden Eeuw.;;info@vermeerdelft.nl;http://www.vermeerdelft.nl;Voldersgracht 21;Delft;2611 EV;;Netherlands;52.012.296;4.359.419;ma t/m zo 10-17 uur;4a6dc5bb-c1b8-441c-adbf-70155e4cdde3;27 jul 2009 15:20;;;;;;;;;
Galerie Ariana;;;galerie_ariana@hotmail.com;;Kleveringweg 19;Delft;2616 LZ;;Netherlands;52.025.239;4.364.177;wo t/m za 11-17, 1e en laatste zo v.d. maand 14-17 uur en op afspraak;4a6dc5bc-ba2c-4b96-8d9e-70155e4cdde3;27 jul 2009 15:20;;;;;;;;;
Galerie INKT Delft;;;info@inktdelft.nl;http://www.inktdelft.nl;Choorstraat 29;Delft;2611 JE;;Netherlands;52.013.025;4.357.989;wo t/m vr 12.30-17.30, za 12-17, zo 13.30-16.30 uur;4a6dc5e4-44b4-4698-acae-72635e4cdde3;27 jul 2009 15:21;;;;;;;;;
Galerie Lutz;Eigenaren Will Lutz en Germaine Knipscheer bieden met de galerie een uiteenlopend programma aan. Er wordt aandacht besteed aan diverse facetten van de hedendaagse kunst met de nadruk op schilderkunst.;;w.lutz@galerielutz.nl;http://www.galerielutz.nl;Oude Delft 195;Delft;2611 HD;;Netherlands;52.013.107;4.354.813;do t/m za 13-18, zo 14-17 uur;4a6dc5e4-710c-4ea5-9297-72635e4cdde3;27 jul 2009 15:21;;;;;;;;;
Galerie de Zaal;Galerie voor hedendaagse kunst.;;dezaal@dezaal.nl;http://www.dezaal.nl;Koornmarkt 4;Delft;2611 EE;;Netherlands;52.008.048;4.360.205;do t/m za 12-17, zo 14-17 uur;4a6dc5e4-ad04-43e7-9fc3-72635e4cdde3;27 jul 2009 15:21;;;;;;;;;
Museum Lambert van Meerten;Het museum heeft een omvangrijke tegelcollectie, Delfts aardewerk, oosters porselein, glas, meubels, houtsnijwerk en schilderijen. Museum Lambert van Meerten is één van de drie gemeentemusea van Delft. In 1887 koopt Lambert van Meerten (1842-1904) het herenhuis Spijkerboor aan de Oude Delft 199. Hij laat het in 1892 slopen en geeft opdracht tot het bouwen van zijn droomhuis 'Oud Holland'.;;gemeentemusea@delft.nl;http://www.gemeentemusea-delft.nl;Oude Delft 199;Delft;2611 HD;;Netherlands;52.013.301;4.354.648;di t/m za 10-17, zo 13-17 uur;4a6df338-afdc-4100-b32e-70145e4cdde3;27 jul 2009 18:34;;;;;;;;;
Museum Paul Tétar van Elven;Het museum bevat o.a. stijlkamers, een schilderijenverzameling, tekeningen en meubels van de schilder Paul Tétar van Elven. Het is gevestigd in het voormalige woonhuis van de 19e-eeuwse schilder.;;;http://www.museumpaultetarvanelven.nl;Koornmarkt 67;Delft;2611 EC;;Netherlands;52.009.461;4.358.935;di t/m zo 13-17 uur;4a6e0cc7-ff74-4cac-81b0-70145e4cdde3;27 jul 2009 20:23;;;;;;;;;
Galerie Terra Delft;;;info@terra-delft.nl;http://www.terra-delft.nl;Nieuwstraat 7;Delft;2611 HK;;Netherlands;52.011.313;4.356.758;di t/m vr 11-18, vr 19-21, za 11-17 uur;4a6e0cd2-49bc-48f4-8f31-725a5e4cdde3;27 jul 2009 20:23;;;;;;;;;
Sauria;;;info@sauria.nl;http://www.sauria.nl;Kluizenaarsbocht 6;Delft;2614 GT;;Netherlands;52.003.329;4.343.644;di t/m zo 10-17 uur;4a6e100b-0ad8-4dcf-bd5c-59055e4cdde3;13 sep 2009 09:47;;;;;;;;;
Dok;;;info@dok.info;http://www.dok.info;Vesteplein 100;Delft;2611 WG;;Netherlands;52.008.692;4.362.968;;4a9f9531-b454-4785-b5ad-7db35e4cdde3;3 sep 2009 10:06;;;;;;;;;
Stedelijk Museum het Prinsenhof;Collectie van schilderijen en gebruiksvoorwerpen op het gebied van stadsgeschiedenis, kunstnijverheid, oude en moderne kunst. Het Prinsenhof, ;;gemeentemusea@delft.nl;http://www.gemeentemusea-delft.nl;Sint Agathaplein 1;Delft;2611 HR;;Netherlands;52.012.161;4.354.989;di t/m zo 11-17 uur;4ab3063b-ba70-4897-8f5e-5d2bc3165e35;18 sep 2009 04:02;;;;;;;;;
Koninklijke Porceleyne Fles;Bedrijfsmuseum met antiek Delfts blauw aardewerk. De Koninklijke Porceleyne Fles is de enig overgebleven aardewerkfabriek van de ca. 32 die zich omstreeks het midden van de 17e eeuw in Delft e.o. bevonden. Op welk tijdstip de eerste werkplaatsen ontstonden is niet met zekerheid bekend.;;tourism@royaldelft.com;http://www.royaldelft.com;Rotterdamseweg 196;Delft;2628 AR;;Netherlands;52.001.280;4.367.118;ma t/m zo 09-17 uur;4abc40bc-f918-4bc2-ab0b-0afdc3165e35;25 sep 2009 04:02;;;;;;;;;
Het Nationaal Modelspoor Museum;;0515-430021;;http://modelspoormuseum.nl;Dr. Boumaweg 17;Sneek;8601GM;;Netherlands;53.032.369;5.652.309;Dinsdag t/m Zaterdag 10:00 tot 17:00  Zondag 12:00 tot 17:00  1e paasdag gesloten, 2e paasdag geopend van: 12:00 tot 17:00  In juli en augustus ook op maandag open van 12.00-17.00 ;4a6d8e28-5704-4ced-b932-70145e4cdde3;27 jul 2009 15:59;;;;;;;;;
Martinikerk Sneek;De Martinikerk is gebouwd in de 11de eeuw en is van tufsteen gemaakt. Zo rond 1300 werd de kerk vergroot en kreeg drie torens. Er werd ook een houten klokkentoren uit 1489, met luidklokken uit 1466 en 1543.bijgebouwd De huidige kerk is uit 1498, dan worden het koor en het schip vernieuwd in de gotische stijl.;0515-414096;info@scemsneek.nl;;Grote kerkstraat 5;Sneek;8601 ED;;Netherlands;53.031.856;5.658.856;9 jun-12 sep. BEZICHTIGING MARTINIKERK: van dinsdag t/m zaterdag van 14.00 uur tot 16.30 uur open voor publiek. De kerk kan tussen 8 en 30 juli ook worden bezichtigd op woensdag- en donderdagavond van 19.30 uur tot 21.00 uur.  In die periode is er een tentoonstelling iconen van de Bulgaarse schilder Tzvetan Hristov.;4a6dc742-640c-409b-856f-70155e4cdde3;1 dec 2009 04:02;;;;;;;;;
Verzorgingstehuis de Ielânen;;0515-428300;;;Harste 11;Sneek;8602 JX;;Netherlands;53.038.836;5.645.797;;4a6dc742-bd04-4604-973b-70155e4cdde3;27 jul 2009 15:26;;;;;;;;;
Bonifatiushuis Sneek;;0515-436700;;;Jachthavenstraat 28;Sneek;8605BW;;Netherlands;53.035.465;5.668.523;;4a6dc742-dff0-4d55-aefe-70155e4cdde3;27 jul 2009 15:26;;;;;;;;;
Fries Scheepvaart Museum en Sneker Oudheidkamer;Het Fries Scheepvaart Museum is sfeervol gehuisvest in vijf monumentale panden in hartje Sneek. Honderden scheepsmodellen, schilderijen, scheepsinterieurs, instrumenten, gereedschappen en curiosa vertellen de geschiedenis van de Friese scheepsbouw en scheepvaart. Aan het museum is de Sneker Oudheidkamer verbonden met negen prachtige stijlkamers en een zilverzaal.;0515-414057;;http://www.friesscheepvaartmuseum.nl;Kleinzand 14;Sneek;8601BH;;Netherlands;53.032.389;5.663.144;maandag t/m zaterdag: 10.00 - 17.00 uur  zondag: 12.00 - 17.00 uur gesloten op: 1e paasdag, 1e pinksterdag, 1e kerstdag, hemelvaartsdag en nieuwjaarsdag;4a6dcab2-8b50-4302-aad7-59045e4cdde3;27 jul 2009 15:41;;;;;;;;;
Galerie Friesland 2000;;0515-418585;galerie@friesland2000.com;http://www.friesland2000.com;Oosterdijk  23;Sneek;8601 BP;;Netherlands;53.033.149;5.662.939;dagelijks 13.00-18.00 uur, donderdag 13.00-21.00 uur.;4a6dfa0e-3070-4e7a-8adc-70155e4cdde3;27 jul 2009 19:03;;;;;;;;;
Galerie Bax;"In de galerie worden op jaarbasis 7-8 exposities georganiseerd meestal bestaande uit twee disciplines, twee- en driedimensionaal werk gecombineerd. Het accent van de exposities ligt op hedendaagse kunst; na";0515-422772;baxkunstreklame@home.nl;http://www.baxkunst.nl;Singel 82;Sneek;8601 AM;;Netherlands;53.029.751;5.661.295;"Dinsdag t/m vrijdag
13:30 - 18:00 uur
Donderdag koopavond
19:00 - 21:00 uur
Zaterdag
10:00 - 17:00 uur";4a7a93d8-e298-4043-82cf-405b5e4cdde3;6 aug 2009 08:27;;;;;;;;;
Galerie Beeldend Aktief Sneek;"\Beeldende kunst in al haar facetten\""""";0515-426383;;http://www.beeldendaktiefsneek.nl;Marktstraat 3;Sneek;8601 CR;;Netherlands;53.032.375;5.658.417;Dinsdag t/m vrijdag van 13.00 - 17.00 uur  Donderdagavond van 19.00 - 21.00 uur  Zaterdag 12.00 uur - 16.00 uur ;4a8304ae-6544-42a7-9d09-6b995e4cdde3;12 aug 2009 18:06;;;;;;;;;
Galerie 1901 - Kunstkast;Kunstkast is een samenwerking tussen Grytsje Jorritsma en Esther Hendriks, en huist in Galerie 1901. In opdracht maken wij voor u: Bronzen beelden.  Beschilderde kasten: ook bestaande kasten krijgen hier een metamorfose.  Schilderijen.  Tevens kunt u hier de kunstwerken van de website bekijken en kopen.;0515-419608;;http://www.kunstkast.nl;Julianapark 5;Sneek;8601GJ;;Netherlands;53.032.491;5.652.914;openingstijden: donderdag en vrijdag van 10.00 tot 18.00 uur. En op afspraak: tel.: 0515-419608;4b1dcfbc-a100-4aac-80c6-79f2c3165e35;8 dec 2009 04:02;;;;;;;;;
Atelier Galerie Wiebe van der Zee; De Friese Kunstschilder Wiebe van der Zee (1953) bekend van zijn platteland taferelen in aquarel.;0515-416604;;http://www.wiebevanderzee.nl;Cornelis Kanstraat 2;Sneek;8602CV;;Netherlands;53.044.811;5.649.662;"Woensdag: 13:00 t/m 17.00   
Donderdag: 13:00 t/m 17.00  
Vrijdag: 13.00 t/m 17.00  
Zaterdag: 10.30 t/m 17.00  
";4b21c43e-c6e0-4c04-b716-3a65c3165e35;11 dec 2009 04:02;;;;;;;;;
Boekhandel Van der Velde Sneek;"Boekhandel van der Velde heeft een aantal vestigingen in het Noorden van het land. 

Regelmatig worden er activiteiten georganiseerd gerelateerd aan de boekdrukkunst.";0515 - 423900;sneek@boekhandelvandervelde.nl;http://www.boekhandelvandervelde.nl;Kruizebroederstraat  36;Sneek;8601 CM;;Netherlands;53.033.325;5.660.352;;4bac31bf-8330-4eee-9280-2b8ec3165e35;26 mrt 2010 04:02;;;;;;;;;
Wommels;;;;; ;Wommels;9731AA;;Netherlands;53.108.754;5.588.050;;4a6d9b10-af3c-45a2-9b00-63da5e4cdde3;27 jul 2009 12:18;;;;;;;;;
Galerie Arti-Shock;;;info@galerie-arti-shock.nl;http://www.galerie-arti-shock.nl;Schoolstraat 26;Rijswijk;2282 RD;;Netherlands;52.056.234;4.333.559;wo t/m vr 13-17, za 11-16, zo 14-17 uur;4a6d9c5f-2c4c-4e9f-81ca-742e5e4cdde3;27 jul 2009 12:23;;;;;;;;;
The Gallery Upstairs;;;;http://www.thegalleryupstairs.nl;Herenstraat 18b;Rijswijk;2282 BT;;Netherlands;52.056.431;4.336.729;wo t/m vr 13-17, za 13-16, zo 13-17 uur;4a6dcb7e-d918-49aa-9353-742e5e4cdde3;27 jul 2009 15:45;;;;;;;;;
Museum Rijswijk;Het Museum Rijswijk organiseert jaarlijks circa 10 tijdelijke tentoonstellingen. Accenten in het tentoonstellingsprogramma zijn de tweejaarlijkse exposities gewijd aan schilders van de Haagse School of hun tijdgenoten en de Holland Papier Biënnale, die een overzicht geeft van de ontwikkelingen op het gebied van de hedendaagse, (inter)nationale papierkunst.;;musryszh@xs4all.nl;http://www.museumryswyk.nl;Herenstraat 67;Rijswijk;2282 BR;;Netherlands;52.055.685;4.334.885;di t/m vr en zo 14-17, za 11-17 uur (25, 31 dec en 1 jan gesloten);4a6e0cd7-0d5c-4276-98ca-70155e4cdde3;27 jul 2009 20:23;;;;;;;;;
Galerie 't Arthuus;De galerie geeft expositiegelegenheid aan telkens vier kunstenaars in verschillende disciplines. Elke acht weken kunt u een nieuwe expositie verwachten. Ook kunt u voor een exclusief cadeau terecht in de galerie.  Achter de galerie bevindt zich het atelier.;055 -5 05 06 23 of 06 - 51 44 75 88;;http://www.arthuus.nl;Eerbeekseweg  13a;Loenen ;7371 CA;;Netherlands;52.115.115;6.019.035;Vrijdag, zaterdag en zondag van 11.00 uur - 17.00 uur en op afspraak. Bij voldoende belangstelling zal de galerie in de zomermaanden ook op andere dagen geopend zijn.;4a6da950-5d44-4128-bdde-63d95e4cdde3;27 jul 2009 13:20;;;;;;;;;
Kunsthuis Syb;Kunsthuis Syb is een kunstenaarsinitiatief op ideële basis. De monumentale ruimte biedt jonge, veelbelovende kunstenaars een podium voor ontwikkeling, presentatie en interactie. In de onconventionele ruimte van Kunsthuis Syb is een architectonisch evenwicht gevonden tussen historische functies en de nieuwe bestemming.;0512-382376;info@kunsthuissyb.nl;http://www.kunsthuissyb.nl;Hoofdstraat 70;Beetsterzwaag;9244 CP;;Netherlands;53.059.255;6.078.244;Elke zaterdag- en zondagmiddag van 13.00 tot 17.00 en op afspraak. Overige openingstijden verschillen per project.;4a6db1d0-7ad0-41fb-99c8-63d95e4cdde3;27 jul 2009 13:55;;;;;;;;;
Victor 4Art;Victor 4art is in 1953 gestart door V. (Victor) A.J. Wijnands. Hij was etaleur in een warenhuis en kon prachtige prijskaarten schilderen met plakkaatverf en penseel. Zo gebeurde het regelmatig dat hij in zijn vrije tijd ook voor andere winkeliers prijskaarten maakte. Dit werk werd zo omvangrijk dat hij besloot een eigen bedrijf te beginnen.;045 - 5716312;info@victor.nl;http://www.victor.nl;Heerlerbaan 66;Heerlen;6418 CH;;Netherlands;50.870.927;5.995.788;Maandag t/m vrijdag: 9.00 tot 18.00 uur  Zaterdag 9.00 tot 17.00 uur;4a6db1d1-73d4-41a8-9913-63d95e4cdde3;27 jul 2009 13:55;;;;;;;;;
Thermenmuseum;Duik 2000 jaar terug in de tijd. Herleef de Romeinse tijd in Thermenmuseum Heerlen Waan jezelf in de Romeinse tijd en proef de sfeer van 2000 jaar geleden! Dat is de belevenis die het Thermenmuseum Heerlen biedt. Bewonder de unieke ruïne van het gigantische badhuis. Aanschouw de eeuwen oude askist met de 52 unieke grafgiften en neem deel aan een Romeinse speurtocht.;045-560 51 00;info@thermenmuseum.nl;http://www.thermenmuseum.nl;Coriovallumstraat 9;Heerlen;6411 CA;;Netherlands;50.885.386;5.976.198;Dinsdag & vrijdag van 10.00 tot 17.00 uur. Za, zon, en feestdagen van 12.00 tot 17.00 uur. Gesloten: maandag, 1 januari, carnaval, 24, 25 en 31 dec.;4a6dc105-05d0-4ebe-aae6-742f5e4cdde3;27 jul 2009 15:00;;;;;;;;;
SCHUNCK-Glaspaleis;In 2003 [her]opende SCHUNCK-Glaspaleis Heerlen, een van de dertien belangrijkste monumenten van Nederland, zijn deuren als centrum voor cultuur. Filmhuis De Spiegel, Muziekschool Heerlen, Openbare bibliotheek Heerlen, Stadsgalerij Heerlen, Vitruvianum [centrum voor architectuur in de Euregio Maas-Rijn] én Glaspaleis Heerlen, zorgen in dit bijzondere gebouw voor een gevarieerd programma.;455772200;info@glaspaleis.nl;http://www.glaspaleis.nl;Bongerd 18;Heerlen;6411 JM;;Netherlands;50.887.958;5.978.966;;4a6dd340-9e74-45e6-b5c9-59055e4cdde3;27 jul 2009 16:18;;;;;;;;;
Kloosterkerk;;;;; ;Thesinge;9797 ZZ;NL;Netherlands;53.268.236;6.651.479;;4a6db475-9534-4295-8820-63d85e4cdde3;27 jul 2009 14:06;;;;;;;;;
Galerie/ Kunsthandel Veldpape;;0597 413546;;http://www.galerieveldpape.nl;Engelstilstraat 14;Winschoten;9671 JH;NL;Netherlands;53.146.160;7.031.886;;4a6dd3aa-5314-4c35-a6c9-63d85e4cdde3;27 jul 2009 16:19;;;;;;;;;
Museum Stad Appingedam;;0596 680168;;http://www.appingedam.nl/museum.htm;Wijkstaat 25;Appingedam;9901 AE;NL;Netherlands;53.320.268;6.857.600;;4a6db478-43a0-4c95-8b0c-63d85e4cdde3;21 aug 2009 12:20;;;;;;;;;
